epoch,loss,val_loss
1,0.016210149973630905,0.012655647471547127
2,0.012456093914806843,0.012987473979592323
3,0.012111866846680641,0.011323384940624237
4,0.011609557084739208,0.012381457723677158
5,0.012370694428682327,0.011091847904026508
6,0.011918243952095509,0.011834408156573772
7,0.011317022144794464,0.011071235872805119
8,0.011633099056780338,0.011142498813569546
9,0.01044442318379879,0.010854593478143215
10,0.011066238395869732,0.011074773967266083
11,0.012384102679789066,0.010680255480110645
12,0.011665468104183674,0.010777883231639862
13,0.012018406763672829,0.010434300638735294
14,0.011332574300467968,0.010457625612616539
15,0.011686787009239197,0.010456211864948273
16,0.011266066692769527,0.01014463696628809
17,0.010644407011568546,0.010291852988302708
18,0.01148449257016182,0.010341607965528965
19,0.011159803718328476,0.010249252431094646
20,0.01115158200263977,0.01026941742748022
21,0.012302220799028873,0.010082365013659
22,0.011486873030662537,0.010600561276078224
23,0.010397209785878658,0.010134878568351269
24,0.01113192830234766,0.010367759503424168
25,0.01084957830607891,0.010220064781606197
26,0.010649176314473152,0.010253453627228737
27,0.010666006244719028,0.01022640336304903
28,0.01105155423283577,0.9235566258430481
29,0.011473109945654869,0.010032226331532001
30,0.009748363867402077,0.010322014801204205
31,0.01104308944195509,0.010189021937549114
32,0.010417326353490353,0.010023994371294975
33,0.010517515242099762,0.790747880935669
34,0.010332365520298481,0.009957285597920418
35,0.009711766615509987,0.010405977256596088
36,0.011236010119318962,0.010203898884356022
37,0.01073197927325964,0.010074838995933533
38,0.011669306084513664,0.010330365039408207
39,0.010687030851840973,0.010363965295255184
40,0.011571287177503109,0.009920229203999043
41,0.01173103041946888,0.009869122877717018
42,0.010775451548397541,0.010165181942284107
43,0.010314791463315487,0.009818749502301216
44,0.010657364502549171,0.009704655036330223
45,0.009822076186537743,0.01041768305003643
46,0.010417318902909756,0.009752378799021244
47,0.0103404950350523,0.00996392872184515
48,0.010811416432261467,0.009948446415364742
49,0.011246604844927788,0.009942540898919106
50,0.010938217863440514,0.009671551175415516
51,0.00925871916115284,0.01023633312433958
52,0.010582183487713337,0.00990321021527052
53,0.009525804780423641,0.010247819125652313
54,0.01055486686527729,0.009577098302543163
55,0.010281980037689209,0.00996515154838562
56,0.010478201322257519,0.009926636703312397
57,0.010467416606843472,0.009662669152021408
58,0.010806319303810596,0.009788640774786472
59,0.009861224330961704,0.01003459095954895
60,0.011017033830285072,0.009701776318252087
