split,track_id,profile,duration_sec,n_total_events_track,event_density_per_sec,class_name,threshold,threshold_mode,TP,FP,FN,precision,recall,f1,mean_abs_time_error_ms,median_abs_time_error_ms,p90_abs_time_error_ms
TEST,test_basic_groove_000104_94bpm,basic_groove,4.36,11,2.5229357798165135,T14,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000104_94bpm,basic_groove,4.36,11,2.5229357798165135,T16,0.04,global,1,0,1,1.0,0.5,0.6666666666666666,18.500000000000185,18.500000000000185,18.500000000000185
TEST,test_basic_groove_000106_91bpm,basic_groove,4.6,11,2.3913043478260874,KD,0.04,global,4,5,0,0.4444444444444444,1.0,0.6153846153846153,17.166750000000057,17.04149999999993,31.141900000000213
TEST,test_basic_groove_000106_91bpm,basic_groove,4.6,11,2.3913043478260874,SD,0.04,global,2,1,2,0.6666666666666666,0.5,0.5714285714285715,11.542000000000023,11.542000000000023,17.842000000000017
TEST,test_basic_groove_000106_91bpm,basic_groove,4.6,11,2.3913043478260874,T12,0.04,global,1,0,0,1.0,1.0,1.0,3.3330000000000304,3.3330000000000304,3.3330000000000304
TEST,test_basic_groove_000106_91bpm,basic_groove,4.6,11,2.3913043478260874,T14,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000106_91bpm,basic_groove,4.6,11,2.3913043478260874,T16,0.04,global,1,0,0,1.0,1.0,1.0,9.749999999999925,9.749999999999925,9.749999999999925
TEST,test_basic_groove_000115_106bpm,basic_groove,4.09,11,2.6894865525672373,KD,0.04,global,3,2,1,0.6,0.75,0.6666666666666665,1.6113333333332516,0.24999999999986144,3.583599999999887
TEST,test_basic_groove_000115_106bpm,basic_groove,4.09,11,2.6894865525672373,SD,0.04,global,2,3,2,0.4,0.5,0.4444444444444445,7.250000000000034,7.250000000000034,8.116400000000123
TEST,test_basic_groove_000115_106bpm,basic_groove,4.09,11,2.6894865525672373,T12,0.04,global,1,0,0,1.0,1.0,1.0,1.4999999999998348,1.4999999999998348,1.4999999999998348
TEST,test_basic_groove_000115_106bpm,basic_groove,4.09,11,2.6894865525672373,T14,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000115_106bpm,basic_groove,4.09,11,2.6894865525672373,T16,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000127_110bpm,basic_groove,4.02,12,2.985074626865672,KD,0.04,global,2,3,2,0.4,0.5,0.4444444444444445,6.666499999999992,6.666499999999992,11.933299999999987
TEST,test_basic_groove_000127_110bpm,basic_groove,4.02,12,2.985074626865672,SD,0.04,global,2,2,2,0.5,0.5,0.5,26.041999999999955,26.041999999999955,34.741999999999976
TEST,test_basic_groove_000127_110bpm,basic_groove,4.02,12,2.985074626865672,T12,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000127_110bpm,basic_groove,4.02,12,2.985074626865672,T14,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000127_110bpm,basic_groove,4.02,12,2.985074626865672,T16,0.04,global,0,0,2,0.0,0.0,0.0,,,
TEST,test_basic_groove_000141_106bpm,basic_groove,3.95,12,3.0379746835443036,KD,0.04,global,4,2,1,0.6666666666666666,0.8,0.7272727272727272,17.145749999999957,7.791499999999896,39.7669
TEST,test_basic_groove_000141_106bpm,basic_groove,3.95,12,3.0379746835443036,SD,0.04,global,2,1,2,0.6666666666666666,0.5,0.5714285714285715,15.083500000000027,15.083500000000027,23.41670000000007
TEST,test_basic_groove_000141_106bpm,basic_groove,3.95,12,3.0379746835443036,T12,0.04,global,0,2,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000141_106bpm,basic_groove,3.95,12,3.0379746835443036,T14,0.04,global,0,1,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000141_106bpm,basic_groove,3.95,12,3.0379746835443036,T16,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000145_99bpm,basic_groove,4.09,12,2.93398533007335,KD,0.04,global,3,2,2,0.6,0.6,0.6,1.3056666666666679,0.16700000000002824,3.033399999999986
TEST,test_basic_groove_000145_99bpm,basic_groove,4.09,12,2.93398533007335,SD,0.04,global,2,0,2,1.0,0.5,0.6666666666666666,1.958500000000002,1.958500000000002,3.5253000000000037
TEST,test_basic_groove_000145_99bpm,basic_groove,4.09,12,2.93398533007335,T12,0.04,global,1,3,0,0.25,1.0,0.4,37.74999999999995,37.74999999999995,37.74999999999995
TEST,test_basic_groove_000145_99bpm,basic_groove,4.09,12,2.93398533007335,T14,0.04,global,1,0,0,1.0,1.0,1.0,19.6670000000001,19.6670000000001,19.6670000000001
TEST,test_basic_groove_000145_99bpm,basic_groove,4.09,12,2.93398533007335,T16,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000146_109bpm,basic_groove,3.91,10,2.557544757033248,KD,0.04,global,1,3,2,0.25,0.3333333333333333,0.28571428571428575,0.0,0.0,0.0
TEST,test_basic_groove_000146_109bpm,basic_groove,3.91,10,2.557544757033248,SD,0.04,global,0,3,4,0.0,0.0,0.0,,,
TEST,test_basic_groove_000146_109bpm,basic_groove,3.91,10,2.557544757033248,T12,0.04,global,1,0,0,1.0,1.0,1.0,18.999999999999908,18.999999999999908,18.999999999999908
TEST,test_basic_groove_000146_109bpm,basic_groove,3.91,10,2.557544757033248,T14,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000146_109bpm,basic_groove,3.91,10,2.557544757033248,T16,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000157_113bpm,basic_groove,3.92,12,3.061224489795918,KD,0.04,global,3,3,2,0.5,0.6,0.5454545454545454,9.722333333333314,5.750000000000033,19.883599999999934
TEST,test_basic_groove_000157_113bpm,basic_groove,3.92,12,3.061224489795918,SD,0.04,global,2,4,2,0.3333333333333333,0.5,0.4,6.083499999999964,6.083499999999964,9.950299999999958
TEST,test_basic_groove_000157_113bpm,basic_groove,3.92,12,3.061224489795918,T12,0.04,global,1,1,0,0.5,1.0,0.6666666666666666,7.417000000000007,7.417000000000007,7.417000000000007
TEST,test_basic_groove_000157_113bpm,basic_groove,3.92,12,3.061224489795918,T14,0.04,global,1,0,0,1.0,1.0,1.0,8.583000000000007,8.583000000000007,8.583000000000007
TEST,test_basic_groove_000157_113bpm,basic_groove,3.92,12,3.061224489795918,T16,0.04,global,0,1,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000158_110bpm,basic_groove,3.75,12,3.2,KD,0.04,global,3,2,1,0.6,0.75,0.6666666666666665,24.444333333333272,20.916999999999852,46.04979999999994
TEST,test_basic_groove_000158_110bpm,basic_groove,3.75,12,3.2,SD,0.04,global,2,4,3,0.3333333333333333,0.4,0.3636363636363636,29.249999999999943,29.249999999999943,35.38359999999997
TEST,test_basic_groove_000158_110bpm,basic_groove,3.75,12,3.2,T12,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000158_110bpm,basic_groove,3.75,12,3.2,T14,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000158_110bpm,basic_groove,3.75,12,3.2,T16,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000161_94bpm,basic_groove,4.05,12,2.9629629629629632,KD,0.04,global,3,4,1,0.42857142857142855,0.75,0.5454545454545454,31.333333333333325,42.000000000000036,49.99999999999996
TEST,test_basic_groove_000161_94bpm,basic_groove,4.05,12,2.9629629629629632,SD,0.04,global,1,2,4,0.3333333333333333,0.2,0.25,13.749999999999929,13.749999999999929,13.749999999999929
TEST,test_basic_groove_000161_94bpm,basic_groove,4.05,12,2.9629629629629632,T12,0.04,global,1,0,0,1.0,1.0,1.0,15.832999999999986,15.832999999999986,15.832999999999986
TEST,test_basic_groove_000161_94bpm,basic_groove,4.05,12,2.9629629629629632,T14,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000161_94bpm,basic_groove,4.05,12,2.9629629629629632,T16,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000164_97bpm,basic_groove,4.46,12,2.690582959641256,KD,0.04,global,2,2,1,0.5,0.6666666666666666,0.5714285714285715,11.249999999999982,11.249999999999982,20.249999999999968
TEST,test_basic_groove_000164_97bpm,basic_groove,4.46,12,2.690582959641256,SD,0.04,global,3,1,1,0.75,0.75,0.75,25.72199999999995,23.249999999999993,46.716399999999865
TEST,test_basic_groove_000164_97bpm,basic_groove,4.46,12,2.690582959641256,T12,0.04,global,1,0,0,1.0,1.0,1.0,27.167000000000165,27.167000000000165,27.167000000000165
TEST,test_basic_groove_000164_97bpm,basic_groove,4.46,12,2.690582959641256,T14,0.04,global,0,2,2,0.0,0.0,0.0,,,
TEST,test_basic_groove_000164_97bpm,basic_groove,4.46,12,2.690582959641256,T16,0.04,global,0,1,2,0.0,0.0,0.0,,,
TEST,test_basic_groove_000167_99bpm,basic_groove,4.39,11,2.5056947608200457,KD,0.04,global,3,2,1,0.6,0.75,0.6666666666666665,20.41666666666675,18.08300000000007,38.150200000000154
TEST,test_basic_groove_000167_99bpm,basic_groove,4.39,11,2.5056947608200457,SD,0.04,global,2,0,2,1.0,0.5,0.6666666666666666,20.79200000000003,20.79200000000003,34.69200000000005
TEST,test_basic_groove_000167_99bpm,basic_groove,4.39,11,2.5056947608200457,T12,0.04,global,0,3,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000167_99bpm,basic_groove,4.39,11,2.5056947608200457,T14,0.04,global,1,0,0,1.0,1.0,1.0,8.000000000000007,8.000000000000007,8.000000000000007
TEST,test_basic_groove_000167_99bpm,basic_groove,4.39,11,2.5056947608200457,T16,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000185_113bpm,basic_groove,3.96,12,3.0303030303030303,KD,0.04,global,2,3,2,0.4,0.5,0.4444444444444445,12.541499999999983,12.541499999999983,22.57469999999997
TEST,test_basic_groove_000185_113bpm,basic_groove,3.96,12,3.0303030303030303,SD,0.04,global,2,3,2,0.4,0.5,0.4444444444444445,7.58350000000002,7.58350000000002,9.51670000000001
TEST,test_basic_groove_000185_113bpm,basic_groove,3.96,12,3.0303030303030303,T12,0.04,global,0,1,2,0.0,0.0,0.0,,,
TEST,test_basic_groove_000185_113bpm,basic_groove,3.96,12,3.0303030303030303,T14,0.04,global,0,1,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000185_113bpm,basic_groove,3.96,12,3.0303030303030303,T16,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000187_113bpm,basic_groove,3.97,12,3.022670025188917,KD,0.04,global,4,2,0,0.6666666666666666,1.0,0.8,22.99975000000004,22.916500000000006,39.33310000000013
TEST,test_basic_groove_000187_113bpm,basic_groove,3.97,12,3.022670025188917,SD,0.04,global,3,0,1,1.0,0.75,0.8571428571428571,25.19466666666662,21.166999999999938,43.03339999999998
TEST,test_basic_groove_000187_113bpm,basic_groove,3.97,12,3.022670025188917,T12,0.04,global,1,0,0,1.0,1.0,1.0,51.249999999999794,51.249999999999794,51.249999999999794
TEST,test_basic_groove_000187_113bpm,basic_groove,3.97,12,3.022670025188917,T14,0.04,global,0,0,2,0.0,0.0,0.0,,,
TEST,test_basic_groove_000187_113bpm,basic_groove,3.97,12,3.022670025188917,T16,0.04,global,1,0,0,1.0,1.0,1.0,3.9169999999999483,3.9169999999999483,3.9169999999999483
TEST,test_basic_groove_000192_92bpm,basic_groove,4.59,11,2.396514161220044,KD,0.04,global,2,2,2,0.5,0.5,0.5,17.50000000000007,17.50000000000007,31.500000000000128
TEST,test_basic_groove_000192_92bpm,basic_groove,4.59,11,2.396514161220044,SD,0.04,global,3,1,1,0.75,0.75,0.75,25.277666666666644,21.41700000000002,42.149799999999885
TEST,test_basic_groove_000192_92bpm,basic_groove,4.59,11,2.396514161220044,T12,0.04,global,1,0,0,1.0,1.0,1.0,34.58300000000003,34.58300000000003,34.58300000000003
TEST,test_basic_groove_000192_92bpm,basic_groove,4.59,11,2.396514161220044,T14,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000192_92bpm,basic_groove,4.59,11,2.396514161220044,T16,0.04,global,1,0,0,1.0,1.0,1.0,21.249999999999993,21.249999999999993,21.249999999999993
TEST,test_basic_groove_000194_103bpm,basic_groove,3.73,10,2.680965147453083,KD,0.04,global,4,2,0,0.6666666666666666,1.0,0.8,16.916750000000008,13.416999999999957,35.308200000000056
TEST,test_basic_groove_000194_103bpm,basic_groove,3.73,10,2.680965147453083,SD,0.04,global,2,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,22.749999999999993,22.749999999999993,37.349999999999945
TEST,test_basic_groove_000194_103bpm,basic_groove,3.73,10,2.680965147453083,T12,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000194_103bpm,basic_groove,3.73,10,2.680965147453083,T14,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000194_103bpm,basic_groove,3.73,10,2.680965147453083,T16,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000196_98bpm,basic_groove,4.41,12,2.7210884353741496,KD,0.04,global,1,5,3,0.16666666666666666,0.25,0.2,0.833,0.833,0.833
TEST,test_basic_groove_000196_98bpm,basic_groove,4.41,12,2.7210884353741496,SD,0.04,global,0,4,4,0.0,0.0,0.0,,,
TEST,test_basic_groove_000196_98bpm,basic_groove,4.41,12,2.7210884353741496,T12,0.04,global,1,2,0,0.3333333333333333,1.0,0.5,17.999999999999794,17.999999999999794,17.999999999999794
TEST,test_basic_groove_000196_98bpm,basic_groove,4.41,12,2.7210884353741496,T14,0.04,global,1,0,1,1.0,0.5,0.6666666666666666,15.082999999999736,15.082999999999736,15.082999999999736
TEST,test_basic_groove_000196_98bpm,basic_groove,4.41,12,2.7210884353741496,T16,0.04,global,1,0,0,1.0,1.0,1.0,23.00000000000013,23.00000000000013,23.00000000000013
TEST,test_basic_groove_000197_101bpm,basic_groove,4.2,11,2.619047619047619,KD,0.04,global,2,1,2,0.6666666666666666,0.5,0.5714285714285715,25.45849999999998,25.45849999999998,45.22529999999996
TEST,test_basic_groove_000197_101bpm,basic_groove,4.2,11,2.619047619047619,SD,0.04,global,3,2,0,0.6,1.0,0.7499999999999999,15.388666666666756,13.833000000000094,25.833000000000105
TEST,test_basic_groove_000197_101bpm,basic_groove,4.2,11,2.619047619047619,T12,0.04,global,0,2,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000197_101bpm,basic_groove,4.2,11,2.619047619047619,T14,0.04,global,1,0,0,1.0,1.0,1.0,28.999999999999915,28.999999999999915,28.999999999999915
TEST,test_basic_groove_000197_101bpm,basic_groove,4.2,11,2.619047619047619,T16,0.04,global,1,0,1,1.0,0.5,0.6666666666666666,51.417000000000044,51.417000000000044,51.417000000000044
TEST,test_basic_groove_000207_100bpm,basic_groove,3.77,12,3.183023872679045,KD,0.04,global,3,2,2,0.6,0.6,0.6,23.472333333333353,18.917000000000073,44.517
TEST,test_basic_groove_000207_100bpm,basic_groove,3.77,12,3.183023872679045,SD,0.04,global,3,1,1,0.75,0.75,0.75,33.4446666666666,29.666999999999888,45.533399999999965
TEST,test_basic_groove_000207_100bpm,basic_groove,3.77,12,3.183023872679045,T12,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000207_100bpm,basic_groove,3.77,12,3.183023872679045,T14,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000207_100bpm,basic_groove,3.77,12,3.183023872679045,T16,0.04,global,1,0,0,1.0,1.0,1.0,18.917000000000073,18.917000000000073,18.917000000000073
TEST,test_basic_groove_000209_113bpm,basic_groove,3.84,12,3.125,KD,0.04,global,3,2,1,0.6,0.75,0.6666666666666665,11.528000000000029,12.917000000000012,19.31700000000006
TEST,test_basic_groove_000209_113bpm,basic_groove,3.84,12,3.125,SD,0.04,global,0,0,5,0.0,0.0,0.0,,,
TEST,test_basic_groove_000209_113bpm,basic_groove,3.84,12,3.125,T12,0.04,global,1,1,0,0.5,1.0,0.6666666666666666,46.16700000000007,46.16700000000007,46.16700000000007
TEST,test_basic_groove_000209_113bpm,basic_groove,3.84,12,3.125,T14,0.04,global,1,0,0,1.0,1.0,1.0,6.0829999999998385,6.0829999999998385,6.0829999999998385
TEST,test_basic_groove_000209_113bpm,basic_groove,3.84,12,3.125,T16,0.04,global,1,0,0,1.0,1.0,1.0,1.8329999999999735,1.8329999999999735,1.8329999999999735
TEST,test_basic_groove_000213_112bpm,basic_groove,3.85,10,2.5974025974025974,KD,0.04,global,2,2,2,0.5,0.5,0.5,8.082999999999924,8.082999999999924,14.482999999999866
TEST,test_basic_groove_000213_112bpm,basic_groove,3.85,10,2.5974025974025974,SD,0.04,global,2,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,15.583499999999972,15.583499999999972,28.05029999999995
TEST,test_basic_groove_000213_112bpm,basic_groove,3.85,10,2.5974025974025974,T12,0.04,global,1,1,0,0.5,1.0,0.6666666666666666,16.2500000000001,16.2500000000001,16.2500000000001
TEST,test_basic_groove_000213_112bpm,basic_groove,3.85,10,2.5974025974025974,T14,0.04,global,1,0,0,1.0,1.0,1.0,30.83299999999989,30.83299999999989,30.83299999999989
TEST,test_basic_groove_000213_112bpm,basic_groove,3.85,10,2.5974025974025974,T16,0.04,global,1,0,0,1.0,1.0,1.0,16.749999999999822,16.749999999999822,16.749999999999822
TEST,test_basic_groove_000215_100bpm,basic_groove,4.08,12,2.941176470588235,KD,0.04,global,4,4,1,0.5,0.8,0.6153846153846154,13.499999999999984,9.624999999999995,28.383099999999956
TEST,test_basic_groove_000215_100bpm,basic_groove,4.08,12,2.941176470588235,SD,0.04,global,1,2,3,0.3333333333333333,0.25,0.28571428571428575,19.582999999999963,19.582999999999963,19.582999999999963
TEST,test_basic_groove_000215_100bpm,basic_groove,4.08,12,2.941176470588235,T12,0.04,global,1,0,0,1.0,1.0,1.0,2.9169999999998364,2.9169999999998364,2.9169999999998364
TEST,test_basic_groove_000215_100bpm,basic_groove,4.08,12,2.941176470588235,T14,0.04,global,1,1,0,0.5,1.0,0.6666666666666666,34.91699999999987,34.91699999999987,34.91699999999987
TEST,test_basic_groove_000215_100bpm,basic_groove,4.08,12,2.941176470588235,T16,0.04,global,1,0,0,1.0,1.0,1.0,23.333000000000048,23.333000000000048,23.333000000000048
TEST,test_basic_groove_000217_96bpm,basic_groove,3.85,12,3.116883116883117,KD,0.04,global,3,3,2,0.5,0.6,0.5454545454545454,11.777666666666612,8.749999999999813,23.016399999999983
TEST,test_basic_groove_000217_96bpm,basic_groove,3.85,12,3.116883116883117,SD,0.04,global,2,1,2,0.6666666666666666,0.5,0.5714285714285715,1.167000000000015,1.167000000000015,1.967000000000027
TEST,test_basic_groove_000217_96bpm,basic_groove,3.85,12,3.116883116883117,T12,0.04,global,0,2,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000217_96bpm,basic_groove,3.85,12,3.116883116883117,T14,0.04,global,1,1,0,0.5,1.0,0.6666666666666666,7.66700000000009,7.66700000000009,7.66700000000009
TEST,test_basic_groove_000217_96bpm,basic_groove,3.85,12,3.116883116883117,T16,0.04,global,1,1,0,0.5,1.0,0.6666666666666666,19.24999999999999,19.24999999999999,19.24999999999999
TEST,test_basic_groove_000222_93bpm,basic_groove,4.18,11,2.6315789473684212,KD,0.04,global,3,2,1,0.6,0.75,0.6666666666666665,3.9443333333333093,1.4170000000000016,8.54979999999994
TEST,test_basic_groove_000222_93bpm,basic_groove,4.18,11,2.6315789473684212,SD,0.04,global,2,2,2,0.5,0.5,0.5,5.167000000000033,5.167000000000033,7.966999999999991
TEST,test_basic_groove_000222_93bpm,basic_groove,4.18,11,2.6315789473684212,T12,0.04,global,1,0,0,1.0,1.0,1.0,24.832999999999885,24.832999999999885,24.832999999999885
TEST,test_basic_groove_000222_93bpm,basic_groove,4.18,11,2.6315789473684212,T14,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000222_93bpm,basic_groove,4.18,11,2.6315789473684212,T16,0.04,global,1,0,0,1.0,1.0,1.0,8.000000000000007,8.000000000000007,8.000000000000007
TEST,test_basic_groove_000229_108bpm,basic_groove,4.21,12,2.8503562945368173,KD,0.04,global,3,1,1,0.75,0.75,0.75,9.86099999999997,14.499999999999957,14.966399999999958
TEST,test_basic_groove_000229_108bpm,basic_groove,4.21,12,2.8503562945368173,SD,0.04,global,2,2,2,0.5,0.5,0.5,28.333,28.333,47.33299999999999
TEST,test_basic_groove_000229_108bpm,basic_groove,4.21,12,2.8503562945368173,T12,0.04,global,0,2,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000229_108bpm,basic_groove,4.21,12,2.8503562945368173,T14,0.04,global,1,0,1,1.0,0.5,0.6666666666666666,6.1669999999998115,6.1669999999998115,6.1669999999998115
TEST,test_basic_groove_000229_108bpm,basic_groove,4.21,12,2.8503562945368173,T16,0.04,global,1,0,0,1.0,1.0,1.0,18.333000000000155,18.333000000000155,18.333000000000155
TEST,test_basic_groove_000235_99bpm,basic_groove,4.21,10,2.375296912114014,KD,0.04,global,0,3,3,0.0,0.0,0.0,,,
TEST,test_basic_groove_000235_99bpm,basic_groove,4.21,10,2.375296912114014,SD,0.04,global,3,2,1,0.6,0.75,0.6666666666666665,28.63900000000001,24.75000000000005,36.28359999999997
TEST,test_basic_groove_000235_99bpm,basic_groove,4.21,10,2.375296912114014,T12,0.04,global,0,2,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000235_99bpm,basic_groove,4.21,10,2.375296912114014,T14,0.04,global,1,0,0,1.0,1.0,1.0,1.9169999999999465,1.9169999999999465,1.9169999999999465
TEST,test_basic_groove_000235_99bpm,basic_groove,4.21,10,2.375296912114014,T16,0.04,global,0,2,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000236_100bpm,basic_groove,4.23,12,2.836879432624113,KD,0.04,global,3,4,1,0.42857142857142855,0.75,0.5454545454545454,19.666666666666664,11.166999999999982,40.49980000000001
TEST,test_basic_groove_000236_100bpm,basic_groove,4.23,12,2.836879432624113,SD,0.04,global,1,3,3,0.25,0.25,0.25,12.832999999999872,12.832999999999872,12.832999999999872
TEST,test_basic_groove_000236_100bpm,basic_groove,4.23,12,2.836879432624113,T12,0.04,global,0,3,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000236_100bpm,basic_groove,4.23,12,2.836879432624113,T14,0.04,global,1,0,0,1.0,1.0,1.0,3.083000000000169,3.083000000000169,3.083000000000169
TEST,test_basic_groove_000236_100bpm,basic_groove,4.23,12,2.836879432624113,T16,0.04,global,1,0,1,1.0,0.5,0.6666666666666666,13.5829999999999,13.5829999999999,13.5829999999999
TEST,test_basic_groove_000242_105bpm,basic_groove,3.98,12,3.0150753768844223,KD,0.04,global,3,4,1,0.42857142857142855,0.75,0.5454545454545454,10.86100000000001,5.50000000000006,22.76639999999999
TEST,test_basic_groove_000242_105bpm,basic_groove,3.98,12,3.0150753768844223,SD,0.04,global,2,1,2,0.6666666666666666,0.5,0.5714285714285715,6.958499999999951,6.958499999999951,8.525299999999998
TEST,test_basic_groove_000242_105bpm,basic_groove,3.98,12,3.0150753768844223,T12,0.04,global,1,0,0,1.0,1.0,1.0,14.000000000000012,14.000000000000012,14.000000000000012
TEST,test_basic_groove_000242_105bpm,basic_groove,3.98,12,3.0150753768844223,T14,0.04,global,0,0,1,0.0,0.0,0.0,,,
