threshold_mode,track_id,profile,duration_sec,event_density_per_sec,TP,FP,FN,precision,recall,f1
global,test_standard_rock_000296_126bpm,standard_rock,3.88,2.577319587628866,4,10,6,0.2857142857142857,0.4,0.3333333333333333
global,test_standard_rock_000993_134bpm,standard_rock,3.43,3.498542274052478,4,8,8,0.3333333333333333,0.3333333333333333,0.3333333333333333
global,test_basic_groove_000458_98bpm,basic_groove,4.12,2.6699029126213594,4,9,7,0.3076923076923077,0.36363636363636365,0.33333333333333337
global,test_basic_groove_001013_91bpm,basic_groove,4.62,2.380952380952381,4,9,7,0.3076923076923077,0.36363636363636365,0.33333333333333337
global,test_basic_groove_001033_108bpm,basic_groove,3.92,2.806122448979592,4,9,7,0.3076923076923077,0.36363636363636365,0.33333333333333337
global,test_basic_groove_000235_99bpm,basic_groove,4.21,2.375296912114014,4,9,6,0.3076923076923077,0.4,0.34782608695652173
global,test_basic_groove_000402_103bpm,basic_groove,4.24,2.830188679245283,4,7,8,0.36363636363636365,0.3333333333333333,0.34782608695652173
global,test_basic_groove_000583_96bpm,basic_groove,4.27,2.3419203747072603,4,9,6,0.3076923076923077,0.4,0.34782608695652173
global,test_basic_groove_000768_103bpm,basic_groove,4.12,2.6699029126213594,4,8,7,0.3333333333333333,0.36363636363636365,0.34782608695652173
global,test_fill_heavy_000779_110bpm,fill_heavy,4.15,2.8915662650602405,4,7,8,0.36363636363636365,0.3333333333333333,0.34782608695652173
global,test_humanized_mixed_000806_119bpm,humanized_mixed,3.87,3.1007751937984493,4,7,8,0.36363636363636365,0.3333333333333333,0.34782608695652173
global,test_standard_rock_000230_109bpm,standard_rock,4.17,2.6378896882494005,4,8,7,0.3333333333333333,0.36363636363636365,0.34782608695652173
global,test_standard_rock_000379_138bpm,standard_rock,3.65,3.2876712328767126,4,7,8,0.36363636363636365,0.3333333333333333,0.34782608695652173
global,test_standard_rock_000468_111bpm,standard_rock,4.08,2.941176470588235,4,7,8,0.36363636363636365,0.3333333333333333,0.34782608695652173
global,test_standard_rock_000595_143bpm,standard_rock,3.65,3.0136986301369864,4,8,7,0.3333333333333333,0.36363636363636365,0.34782608695652173
global,test_standard_rock_000667_108bpm,standard_rock,4.21,2.6128266033254155,4,8,7,0.3333333333333333,0.36363636363636365,0.34782608695652173
global,test_fill_heavy_000038_129bpm,fill_heavy,3.78,2.9100529100529102,3,3,8,0.5,0.2727272727272727,0.3529411764705882
global,test_fill_heavy_000233_100bpm,fill_heavy,4.38,3.4246575342465753,6,13,9,0.3157894736842105,0.4,0.35294117647058826
global,test_fill_heavy_000562_109bpm,fill_heavy,4.18,3.5885167464114835,5,8,10,0.38461538461538464,0.3333333333333333,0.3571428571428571
global,test_fill_heavy_000622_105bpm,fill_heavy,4.27,3.5128805620608903,6,12,9,0.3333333333333333,0.4,0.3636363636363636
global,test_basic_groove_000456_113bpm,basic_groove,3.97,2.5188916876574305,4,8,6,0.3333333333333333,0.4,0.3636363636363636
global,test_basic_groove_000951_99bpm,basic_groove,4.35,2.7586206896551726,4,6,8,0.4,0.3333333333333333,0.3636363636363636
global,test_basic_groove_001109_90bpm,basic_groove,4.42,2.7149321266968327,4,6,8,0.4,0.3333333333333333,0.3636363636363636
global,test_fill_heavy_000335_110bpm,fill_heavy,4.15,2.4096385542168672,4,8,6,0.3333333333333333,0.4,0.3636363636363636
global,test_fill_heavy_000707_100bpm,fill_heavy,4.38,2.73972602739726,4,6,8,0.4,0.3333333333333333,0.3636363636363636
global,test_fill_heavy_001115_132bpm,fill_heavy,3.79,2.638522427440633,4,8,6,0.3333333333333333,0.4,0.3636363636363636
global,test_humanized_mixed_000151_99bpm,humanized_mixed,4.41,2.7210884353741496,4,6,8,0.4,0.3333333333333333,0.3636363636363636
global,test_humanized_mixed_000488_138bpm,humanized_mixed,3.72,2.6881720430107525,4,8,6,0.3333333333333333,0.4,0.3636363636363636
global,test_humanized_mixed_000725_96bpm,humanized_mixed,4.47,2.684563758389262,4,6,8,0.4,0.3333333333333333,0.3636363636363636
global,test_humanized_mixed_001161_149bpm,humanized_mixed,3.59,3.3426183844011144,4,6,8,0.4,0.3333333333333333,0.3636363636363636
global,test_standard_rock_000078_121bpm,standard_rock,3.95,2.531645569620253,4,8,6,0.3333333333333333,0.4,0.3636363636363636
global,test_standard_rock_000176_110bpm,standard_rock,4.17,2.3980815347721824,4,8,6,0.3333333333333333,0.4,0.3636363636363636
global,test_standard_rock_000811_118bpm,standard_rock,3.76,2.6595744680851063,4,8,6,0.3333333333333333,0.4,0.3636363636363636
global,test_standard_rock_001182_141bpm,standard_rock,3.68,2.717391304347826,4,8,6,0.3333333333333333,0.4,0.3636363636363636
global,test_basic_groove_000648_97bpm,basic_groove,4.09,2.6894865525672373,4,7,7,0.36363636363636365,0.36363636363636365,0.36363636363636365
global,test_fast_dense_000758_170bpm,fast_dense,3.38,3.2544378698224854,4,7,7,0.36363636363636365,0.36363636363636365,0.36363636363636365
global,test_standard_rock_000271_139bpm,standard_rock,3.59,3.064066852367688,4,7,7,0.36363636363636365,0.36363636363636365,0.36363636363636365
global,test_standard_rock_000459_141bpm,standard_rock,3.68,2.9891304347826084,4,7,7,0.36363636363636365,0.36363636363636365,0.36363636363636365
global,test_standard_rock_000913_121bpm,standard_rock,3.95,2.7848101265822782,4,7,7,0.36363636363636365,0.36363636363636365,0.36363636363636365
global,test_basic_groove_000318_93bpm,basic_groove,4.33,2.540415704387991,5,11,6,0.3125,0.45454545454545453,0.3703703703703703
global,test_standard_rock_000588_132bpm,standard_rock,3.74,2.941176470588235,5,11,6,0.3125,0.45454545454545453,0.3703703703703703
global,test_standard_rock_000728_112bpm,standard_rock,4.11,2.67639902676399,5,11,6,0.3125,0.45454545454545453,0.3703703703703703
global,test_standard_rock_000879_124bpm,standard_rock,3.91,2.813299232736573,5,11,6,0.3125,0.45454545454545453,0.3703703703703703
global,test_basic_groove_001060_102bpm,basic_groove,4.11,2.9197080291970803,5,10,7,0.3333333333333333,0.4166666666666667,0.3703703703703704
global,test_fast_dense_000597_185bpm,fast_dense,3.27,4.587155963302752,5,7,10,0.4166666666666667,0.3333333333333333,0.3703703703703704
global,test_fast_dense_001041_182bpm,fast_dense,3.29,4.5592705167173255,5,7,10,0.4166666666666667,0.3333333333333333,0.3703703703703704
global,test_fill_heavy_001148_96bpm,fill_heavy,4.46,3.3632286995515694,5,7,10,0.4166666666666667,0.3333333333333333,0.3703703703703704
global,test_humanized_mixed_000396_155bpm,humanized_mixed,3.14,4.45859872611465,5,8,9,0.38461538461538464,0.35714285714285715,0.3703703703703704
global,test_humanized_mixed_000974_116bpm,humanized_mixed,4.05,2.9629629629629632,5,10,7,0.3333333333333333,0.4166666666666667,0.3703703703703704
global,test_standard_rock_000747_125bpm,standard_rock,3.89,2.570694087403599,3,3,7,0.5,0.3,0.37499999999999994
global,test_fill_heavy_000954_133bpm,fill_heavy,3.78,3.7037037037037037,6,12,8,0.3333333333333333,0.42857142857142855,0.375
global,test_basic_groove_000127_110bpm,basic_groove,4.02,2.985074626865672,4,5,8,0.4444444444444444,0.3333333333333333,0.380952380952381
global,test_basic_groove_000276_92bpm,basic_groove,4.36,2.7522935779816513,4,5,8,0.4444444444444444,0.3333333333333333,0.380952380952381
global,test_basic_groove_000753_113bpm,basic_groove,3.83,2.8720626631853787,4,6,7,0.4,0.36363636363636365,0.380952380952381
global,test_humanized_mixed_000198_122bpm,humanized_mixed,3.94,2.7918781725888326,4,6,7,0.4,0.36363636363636365,0.380952380952381
global,test_standard_rock_000050_130bpm,standard_rock,3.59,3.064066852367688,4,6,7,0.4,0.36363636363636365,0.380952380952381
global,test_standard_rock_000311_105bpm,standard_rock,4.27,2.8103044496487124,4,5,8,0.4444444444444444,0.3333333333333333,0.380952380952381
global,test_standard_rock_000495_144bpm,standard_rock,3.54,2.824858757062147,4,7,6,0.36363636363636365,0.4,0.380952380952381
global,test_standard_rock_000675_115bpm,standard_rock,3.81,2.6246719160104988,4,7,6,0.36363636363636365,0.4,0.380952380952381
global,test_basic_groove_000277_96bpm,basic_groove,4.32,2.7777777777777777,5,9,7,0.35714285714285715,0.4166666666666667,0.3846153846153846
global,test_basic_groove_000353_114bpm,basic_groove,3.89,3.0848329048843186,5,9,7,0.35714285714285715,0.4166666666666667,0.3846153846153846
global,test_fast_dense_000550_155bpm,fast_dense,3.48,4.022988505747127,5,7,9,0.4166666666666667,0.35714285714285715,0.3846153846153846
global,test_fill_heavy_000208_128bpm,fill_heavy,3.85,3.896103896103896,5,6,10,0.45454545454545453,0.3333333333333333,0.3846153846153846
global,test_humanized_mixed_000863_107bpm,humanized_mixed,4.22,3.3175355450236967,5,7,9,0.4166666666666667,0.35714285714285715,0.3846153846153846
global,test_standard_rock_000013_108bpm,standard_rock,4.21,2.8503562945368173,5,9,7,0.35714285714285715,0.4166666666666667,0.3846153846153846
global,test_standard_rock_000169_142bpm,standard_rock,3.55,3.3802816901408455,5,9,7,0.35714285714285715,0.4166666666666667,0.3846153846153846
global,test_standard_rock_000287_136bpm,standard_rock,3.74,3.2085561497326203,5,9,7,0.35714285714285715,0.4166666666666667,0.3846153846153846
global,test_standard_rock_000327_133bpm,standard_rock,3.72,2.956989247311828,5,10,6,0.3333333333333333,0.45454545454545453,0.3846153846153846
global,test_humanized_mixed_000990_148bpm,humanized_mixed,3.6,3.611111111111111,5,8,8,0.38461538461538464,0.38461538461538464,0.38461538461538464
global,test_standard_rock_000640_117bpm,standard_rock,3.96,2.525252525252525,5,11,5,0.3125,0.5,0.38461538461538464
global,test_basic_groove_000658_100bpm,basic_groove,4.07,2.9484029484029484,6,13,6,0.3157894736842105,0.5,0.3870967741935484
global,test_fast_dense_000171_163bpm,fast_dense,3.26,4.294478527607362,6,11,8,0.35294117647058826,0.42857142857142855,0.3870967741935484
global,test_fill_heavy_000089_96bpm,fill_heavy,4.46,3.3632286995515694,6,10,9,0.375,0.4,0.38709677419354843
global,test_fill_heavy_000606_131bpm,fill_heavy,3.81,3.937007874015748,6,10,9,0.375,0.4,0.38709677419354843
global,test_fill_heavy_001199_100bpm,fill_heavy,4.31,3.4802784222737824,6,10,9,0.375,0.4,0.38709677419354843
global,test_fast_dense_000457_164bpm,fast_dense,3.35,4.776119402985074,6,8,10,0.42857142857142855,0.375,0.39999999999999997
global,test_fill_heavy_001022_103bpm,fill_heavy,4.3,3.255813953488372,6,10,8,0.375,0.42857142857142855,0.39999999999999997
global,test_basic_groove_000356_113bpm,basic_groove,3.96,2.7777777777777777,4,5,7,0.4444444444444444,0.36363636363636365,0.39999999999999997
global,test_basic_groove_000831_98bpm,basic_groove,4.26,2.5821596244131455,4,5,7,0.4444444444444444,0.36363636363636365,0.39999999999999997
global,test_basic_groove_000939_112bpm,basic_groove,3.98,2.763819095477387,4,5,7,0.4444444444444444,0.36363636363636365,0.39999999999999997
global,test_fill_heavy_001096_124bpm,fill_heavy,3.91,2.813299232736573,4,5,7,0.4444444444444444,0.36363636363636365,0.39999999999999997
global,test_standard_rock_000323_128bpm,standard_rock,3.78,2.9100529100529102,4,5,7,0.4444444444444444,0.36363636363636365,0.39999999999999997
global,test_standard_rock_000492_106bpm,standard_rock,4.09,2.6894865525672373,4,5,7,0.4444444444444444,0.36363636363636365,0.39999999999999997
global,test_standard_rock_000612_139bpm,standard_rock,3.7,2.972972972972973,4,5,7,0.4444444444444444,0.36363636363636365,0.39999999999999997
global,test_basic_groove_000250_112bpm,basic_groove,3.85,2.857142857142857,5,9,6,0.35714285714285715,0.45454545454545453,0.4
global,test_basic_groove_000330_98bpm,basic_groove,4.21,2.8503562945368173,5,8,7,0.38461538461538464,0.4166666666666667,0.4
global,test_fast_dense_000381_146bpm,fast_dense,3.52,3.125,5,9,6,0.35714285714285715,0.45454545454545453,0.4
global,test_fast_dense_000542_157bpm,fast_dense,3.5,3.7142857142857144,5,7,8,0.4166666666666667,0.38461538461538464,0.4
global,test_fill_heavy_000361_128bpm,fill_heavy,3.85,3.116883116883117,5,8,7,0.38461538461538464,0.4166666666666667,0.4
global,test_humanized_mixed_000476_149bpm,humanized_mixed,3.58,3.910614525139665,5,6,9,0.45454545454545453,0.35714285714285715,0.4
global,test_humanized_mixed_000482_142bpm,humanized_mixed,3.51,3.7037037037037037,5,7,8,0.4166666666666667,0.38461538461538464,0.4
global,test_humanized_mixed_000899_115bpm,humanized_mixed,3.8,3.4210526315789473,5,7,8,0.4166666666666667,0.38461538461538464,0.4
global,test_standard_rock_000037_126bpm,standard_rock,3.82,2.8795811518324608,5,9,6,0.35714285714285715,0.45454545454545453,0.4
global,test_standard_rock_000170_118bpm,standard_rock,4.01,2.493765586034913,5,10,5,0.3333333333333333,0.5,0.4
global,test_standard_rock_000392_108bpm,standard_rock,4.19,2.6252983293556085,5,9,6,0.35714285714285715,0.45454545454545453,0.4
global,test_standard_rock_000843_115bpm,standard_rock,4.06,2.9556650246305423,5,8,7,0.38461538461538464,0.4166666666666667,0.4
global,test_basic_groove_000036_112bpm,basic_groove,3.85,3.116883116883117,4,4,8,0.5,0.3333333333333333,0.4
global,test_standard_rock_000930_130bpm,standard_rock,3.83,3.133159268929504,4,4,8,0.5,0.3333333333333333,0.4
global,test_standard_rock_001076_136bpm,standard_rock,3.63,3.3057851239669422,4,4,8,0.5,0.3333333333333333,0.4
global,test_fill_heavy_001181_99bpm,fill_heavy,4.4,2.2727272727272725,3,2,7,0.6,0.3,0.4
global,test_standard_rock_000889_122bpm,standard_rock,3.81,2.6246719160104988,3,2,7,0.6,0.3,0.4
global,test_fill_heavy_000045_123bpm,fill_heavy,3.92,3.316326530612245,6,11,7,0.35294117647058826,0.46153846153846156,0.4000000000000001
global,test_basic_groove_000848_106bpm,basic_groove,4.09,2.444987775061125,4,6,6,0.4,0.4,0.4000000000000001
global,test_basic_groove_000867_98bpm,basic_groove,4.27,2.3419203747072603,4,6,6,0.4,0.4,0.4000000000000001
global,test_fast_dense_000933_149bpm,fast_dense,3.52,2.840909090909091,4,6,6,0.4,0.4,0.4000000000000001
global,test_fill_heavy_000485_97bpm,fill_heavy,4.39,2.277904328018223,4,6,6,0.4,0.4,0.4000000000000001
global,test_humanized_mixed_001087_115bpm,humanized_mixed,4.01,2.493765586034913,4,6,6,0.4,0.4,0.4000000000000001
global,test_standard_rock_000784_127bpm,standard_rock,3.74,2.6737967914438503,4,6,6,0.4,0.4,0.4000000000000001
global,test_fill_heavy_000153_121bpm,fill_heavy,3.96,3.282828282828283,6,10,7,0.375,0.46153846153846156,0.41379310344827586
global,test_fast_dense_000366_179bpm,fast_dense,3.32,4.518072289156627,6,8,9,0.42857142857142855,0.4,0.4137931034482759
global,test_fast_dense_000756_167bpm,fast_dense,3.42,4.385964912280702,6,8,9,0.42857142857142855,0.4,0.4137931034482759
global,test_fast_dense_001040_148bpm,fast_dense,3.59,4.178272980501393,6,8,9,0.42857142857142855,0.4,0.4137931034482759
global,test_fill_heavy_000763_118bpm,fill_heavy,4.01,3.491271820448878,6,9,8,0.4,0.42857142857142855,0.4137931034482759
global,test_humanized_mixed_000731_120bpm,humanized_mixed,3.93,3.5623409669211195,6,9,8,0.4,0.42857142857142855,0.4137931034482759
global,test_humanized_mixed_000135_135bpm,humanized_mixed,3.75,2.933333333333333,5,8,6,0.38461538461538464,0.45454545454545453,0.41666666666666663
global,test_humanized_mixed_000241_141bpm,humanized_mixed,3.67,2.997275204359673,5,8,6,0.38461538461538464,0.45454545454545453,0.41666666666666663
global,test_humanized_mixed_000660_107bpm,humanized_mixed,4.17,3.117505995203837,5,6,8,0.45454545454545453,0.38461538461538464,0.41666666666666663
global,test_standard_rock_000620_109bpm,standard_rock,3.9,2.8205128205128207,5,8,6,0.38461538461538464,0.45454545454545453,0.41666666666666663
global,test_basic_groove_000653_91bpm,basic_groove,4.44,2.7027027027027026,5,7,7,0.4166666666666667,0.4166666666666667,0.4166666666666667
global,test_basic_groove_000814_101bpm,basic_groove,3.9,3.076923076923077,5,7,7,0.4166666666666667,0.4166666666666667,0.4166666666666667
global,test_basic_groove_001135_91bpm,basic_groove,4.39,2.7334851936218683,5,7,7,0.4166666666666667,0.4166666666666667,0.4166666666666667
global,test_basic_groove_001160_95bpm,basic_groove,4.51,2.6607538802660757,5,7,7,0.4166666666666667,0.4166666666666667,0.4166666666666667
global,test_fast_dense_000048_148bpm,fast_dense,3.6,4.166666666666667,5,4,10,0.5555555555555556,0.3333333333333333,0.4166666666666667
global,test_fill_heavy_001140_131bpm,fill_heavy,3.81,3.149606299212598,5,7,7,0.4166666666666667,0.4166666666666667,0.4166666666666667
global,test_standard_rock_000473_114bpm,standard_rock,3.82,3.141361256544503,5,7,7,0.4166666666666667,0.4166666666666667,0.4166666666666667
global,test_standard_rock_000885_139bpm,standard_rock,3.71,3.234501347708895,5,7,7,0.4166666666666667,0.4166666666666667,0.4166666666666667
global,test_standard_rock_001039_118bpm,standard_rock,4.01,2.9925187032418954,5,7,7,0.4166666666666667,0.4166666666666667,0.4166666666666667
global,test_standard_rock_001049_119bpm,standard_rock,3.62,3.314917127071823,5,7,7,0.4166666666666667,0.4166666666666667,0.4166666666666667
global,test_standard_rock_001055_103bpm,standard_rock,4.17,2.8776978417266186,5,7,7,0.4166666666666667,0.4166666666666667,0.4166666666666667
global,test_basic_groove_000282_114bpm,basic_groove,4.03,2.4813895781637716,4,5,6,0.4444444444444444,0.4,0.4210526315789474
global,test_basic_groove_000373_102bpm,basic_groove,4.13,2.663438256658596,4,4,7,0.5,0.36363636363636365,0.4210526315789474
global,test_basic_groove_000444_104bpm,basic_groove,4.15,2.650602409638554,4,4,7,0.5,0.36363636363636365,0.4210526315789474
global,test_basic_groove_000541_96bpm,basic_groove,4.31,2.320185614849188,4,5,6,0.4444444444444444,0.4,0.4210526315789474
global,test_basic_groove_000888_100bpm,basic_groove,4.22,2.843601895734597,4,3,8,0.5714285714285714,0.3333333333333333,0.4210526315789474
global,test_basic_groove_001025_101bpm,basic_groove,4.21,2.375296912114014,4,5,6,0.4444444444444444,0.4,0.4210526315789474
global,test_fast_dense_000968_160bpm,fast_dense,3.48,3.160919540229885,4,4,7,0.5,0.36363636363636365,0.4210526315789474
global,test_fill_heavy_000129_100bpm,fill_heavy,4.31,2.320185614849188,4,5,6,0.4444444444444444,0.4,0.4210526315789474
global,test_fill_heavy_000211_111bpm,fill_heavy,3.86,2.5906735751295336,4,5,6,0.4444444444444444,0.4,0.4210526315789474
global,test_fill_heavy_000475_127bpm,fill_heavy,3.87,2.842377260981912,4,4,7,0.5,0.36363636363636365,0.4210526315789474
global,test_standard_rock_000292_122bpm,standard_rock,3.88,2.577319587628866,4,5,6,0.4444444444444444,0.4,0.4210526315789474
global,test_standard_rock_000400_114bpm,standard_rock,4.07,2.457002457002457,4,5,6,0.4444444444444444,0.4,0.4210526315789474
global,test_standard_rock_000412_122bpm,standard_rock,3.94,2.5380710659898478,4,5,6,0.4444444444444444,0.4,0.4210526315789474
global,test_standard_rock_000516_119bpm,standard_rock,4.0,2.5,4,5,6,0.4444444444444444,0.4,0.4210526315789474
global,test_standard_rock_000825_123bpm,standard_rock,3.93,2.544529262086514,4,5,6,0.4444444444444444,0.4,0.4210526315789474
global,test_standard_rock_000976_123bpm,standard_rock,3.86,2.5906735751295336,4,5,6,0.4444444444444444,0.4,0.4210526315789474
global,test_standard_rock_000991_120bpm,standard_rock,3.97,2.7707808564231735,4,4,7,0.5,0.36363636363636365,0.4210526315789474
global,test_standard_rock_001098_131bpm,standard_rock,3.81,2.8871391076115485,4,4,7,0.5,0.36363636363636365,0.4210526315789474
global,test_fill_heavy_001067_104bpm,fill_heavy,4.22,3.5545023696682465,7,11,8,0.3888888888888889,0.4666666666666667,0.42424242424242425
global,test_basic_groove_000236_100bpm,basic_groove,4.23,2.836879432624113,6,10,6,0.375,0.5,0.42857142857142855
global,test_basic_groove_000914_108bpm,basic_groove,3.92,3.061224489795918,6,10,6,0.375,0.5,0.42857142857142855
global,test_basic_groove_001127_104bpm,basic_groove,4.13,2.4213075060532687,6,12,4,0.3333333333333333,0.6,0.42857142857142855
global,test_fast_dense_000418_173bpm,fast_dense,3.36,4.464285714285714,6,7,9,0.46153846153846156,0.4,0.42857142857142855
global,test_humanized_mixed_000043_152bpm,humanized_mixed,3.56,3.3707865168539324,6,10,6,0.375,0.5,0.42857142857142855
global,test_humanized_mixed_001136_127bpm,humanized_mixed,3.86,3.3678756476683938,6,9,7,0.4,0.46153846153846156,0.42857142857142855
global,test_standard_rock_000035_107bpm,standard_rock,4.21,2.8503562945368173,6,10,6,0.375,0.5,0.42857142857142855
global,test_standard_rock_000302_115bpm,standard_rock,4.06,2.9556650246305423,6,10,6,0.375,0.5,0.42857142857142855
global,test_standard_rock_000450_113bpm,standard_rock,4.1,2.682926829268293,6,11,5,0.35294117647058826,0.5454545454545454,0.42857142857142855
global,test_standard_rock_001057_113bpm,standard_rock,4.09,2.93398533007335,6,10,6,0.375,0.5,0.42857142857142855
global,test_basic_groove_000158_110bpm,basic_groove,3.75,3.2,5,6,7,0.45454545454545453,0.4166666666666667,0.43478260869565216
global,test_basic_groove_000161_94bpm,basic_groove,4.05,2.9629629629629632,5,6,7,0.45454545454545453,0.4166666666666667,0.43478260869565216
global,test_basic_groove_000273_103bpm,basic_groove,4.15,2.650602409638554,5,7,6,0.4166666666666667,0.45454545454545453,0.43478260869565216
global,test_basic_groove_000414_97bpm,basic_groove,4.44,2.477477477477477,5,7,6,0.4166666666666667,0.45454545454545453,0.43478260869565216
global,test_basic_groove_000777_106bpm,basic_groove,3.9,2.8205128205128207,5,7,6,0.4166666666666667,0.45454545454545453,0.43478260869565216
global,test_basic_groove_000828_100bpm,basic_groove,4.22,2.843601895734597,5,6,7,0.45454545454545453,0.4166666666666667,0.43478260869565216
global,test_basic_groove_000908_95bpm,basic_groove,4.13,2.663438256658596,5,7,6,0.4166666666666667,0.45454545454545453,0.43478260869565216
global,test_basic_groove_001048_102bpm,basic_groove,4.32,2.5462962962962963,5,7,6,0.4166666666666667,0.45454545454545453,0.43478260869565216
global,test_basic_groove_001114_98bpm,basic_groove,4.27,2.8103044496487124,5,6,7,0.45454545454545453,0.4166666666666667,0.43478260869565216
global,test_fill_heavy_000029_125bpm,fill_heavy,3.9,3.076923076923077,5,6,7,0.45454545454545453,0.4166666666666667,0.43478260869565216
global,test_fill_heavy_000239_117bpm,fill_heavy,4.02,3.4825870646766175,5,4,9,0.5555555555555556,0.35714285714285715,0.43478260869565216
global,test_fill_heavy_000478_114bpm,fill_heavy,4.08,2.941176470588235,5,6,7,0.45454545454545453,0.4166666666666667,0.43478260869565216
global,test_fill_heavy_000486_128bpm,fill_heavy,3.85,2.857142857142857,5,7,6,0.4166666666666667,0.45454545454545453,0.43478260869565216
global,test_fill_heavy_000829_108bpm,fill_heavy,4.16,2.644230769230769,5,7,6,0.4166666666666667,0.45454545454545453,0.43478260869565216
global,test_fill_heavy_001032_107bpm,fill_heavy,4.17,2.6378896882494005,5,7,6,0.4166666666666667,0.45454545454545453,0.43478260869565216
global,test_fill_heavy_001149_127bpm,fill_heavy,3.8,2.8947368421052633,5,7,6,0.4166666666666667,0.45454545454545453,0.43478260869565216
global,test_humanized_mixed_000243_153bpm,humanized_mixed,3.55,3.3802816901408455,5,6,7,0.45454545454545453,0.4166666666666667,0.43478260869565216
global,test_humanized_mixed_000685_143bpm,humanized_mixed,3.55,3.3802816901408455,5,6,7,0.45454545454545453,0.4166666666666667,0.43478260869565216
global,test_humanized_mixed_000911_82bpm,humanized_mixed,4.89,2.2494887525562373,5,7,6,0.4166666666666667,0.45454545454545453,0.43478260869565216
global,test_standard_rock_000128_130bpm,standard_rock,3.66,3.278688524590164,5,6,7,0.45454545454545453,0.4166666666666667,0.43478260869565216
global,test_standard_rock_000184_100bpm,standard_rock,4.32,2.7777777777777777,5,6,7,0.45454545454545453,0.4166666666666667,0.43478260869565216
global,test_standard_rock_000419_123bpm,standard_rock,3.92,3.061224489795918,5,6,7,0.45454545454545453,0.4166666666666667,0.43478260869565216
global,test_standard_rock_000443_135bpm,standard_rock,3.59,3.3426183844011144,5,6,7,0.45454545454545453,0.4166666666666667,0.43478260869565216
global,test_standard_rock_000524_130bpm,standard_rock,3.82,2.8795811518324608,5,7,6,0.4166666666666667,0.45454545454545453,0.43478260869565216
global,test_standard_rock_001006_117bpm,standard_rock,3.96,3.0303030303030303,5,6,7,0.45454545454545453,0.4166666666666667,0.43478260869565216
global,test_basic_groove_000509_107bpm,basic_groove,4.09,2.444987775061125,5,8,5,0.38461538461538464,0.5,0.4347826086956522
global,test_humanized_mixed_000096_83bpm,humanized_mixed,4.82,2.697095435684647,5,5,8,0.5,0.38461538461538464,0.4347826086956522
global,test_humanized_mixed_000952_107bpm,humanized_mixed,4.22,3.3175355450236967,7,11,7,0.3888888888888889,0.5,0.43750000000000006
global,test_fast_dense_000260_160bpm,fast_dense,3.48,4.597701149425287,6,5,10,0.5454545454545454,0.375,0.4444444444444444
global,test_fast_dense_000298_172bpm,fast_dense,3.37,4.747774480712166,6,5,10,0.5454545454545454,0.375,0.4444444444444444
global,test_fast_dense_000638_161bpm,fast_dense,3.47,4.610951008645533,6,5,10,0.5454545454545454,0.375,0.4444444444444444
global,test_fast_dense_000961_187bpm,fast_dense,3.2,5.0,6,5,10,0.5454545454545454,0.375,0.4444444444444444
global,test_humanized_mixed_001173_138bpm,humanized_mixed,3.66,3.0054644808743167,6,10,5,0.375,0.5454545454545454,0.4444444444444444
global,test_humanized_mixed_000440_104bpm,humanized_mixed,4.29,2.564102564102564,4,3,7,0.5714285714285714,0.36363636363636365,0.4444444444444444
global,test_standard_rock_000545_145bpm,standard_rock,3.57,3.081232492997199,4,3,7,0.5714285714285714,0.36363636363636365,0.4444444444444444
global,test_standard_rock_001165_112bpm,standard_rock,3.52,3.125,4,3,7,0.5714285714285714,0.36363636363636365,0.4444444444444444
global,test_basic_groove_000309_98bpm,basic_groove,4.23,2.836879432624113,6,9,6,0.4,0.5,0.4444444444444445
global,test_basic_groove_000518_95bpm,basic_groove,4.45,2.696629213483146,6,9,6,0.4,0.5,0.4444444444444445
global,test_fill_heavy_000122_103bpm,fill_heavy,4.25,3.2941176470588234,6,7,8,0.46153846153846156,0.42857142857142855,0.4444444444444445
global,test_fill_heavy_000237_101bpm,fill_heavy,4.35,2.988505747126437,6,8,7,0.42857142857142855,0.46153846153846156,0.4444444444444445
global,test_humanized_mixed_000075_94bpm,humanized_mixed,4.53,3.0905077262693155,6,7,8,0.46153846153846156,0.42857142857142855,0.4444444444444445
global,test_humanized_mixed_000740_139bpm,humanized_mixed,3.7,3.513513513513513,6,8,7,0.42857142857142855,0.46153846153846156,0.4444444444444445
global,test_basic_groove_000821_108bpm,basic_groove,3.63,2.7548209366391188,4,4,6,0.5,0.4,0.4444444444444445
global,test_basic_groove_000847_105bpm,basic_groove,4.13,2.4213075060532687,4,4,6,0.5,0.4,0.4444444444444445
global,test_fast_dense_000795_184bpm,fast_dense,3.23,3.0959752321981426,4,4,6,0.5,0.4,0.4444444444444445
global,test_fast_dense_000812_176bpm,fast_dense,3.08,3.2467532467532467,4,4,6,0.5,0.4,0.4444444444444445
global,test_fill_heavy_000111_113bpm,fill_heavy,4.09,2.444987775061125,4,4,6,0.5,0.4,0.4444444444444445
global,test_fill_heavy_000726_100bpm,fill_heavy,4.33,2.3094688221709005,4,4,6,0.5,0.4,0.4444444444444445
global,test_humanized_mixed_001000_136bpm,humanized_mixed,3.74,2.6737967914438503,4,4,6,0.5,0.4,0.4444444444444445
global,test_standard_rock_000489_129bpm,standard_rock,3.61,2.770083102493075,4,4,6,0.5,0.4,0.4444444444444445
